Content;Label
Apk halodoc sangat membantu saya dan keluarga.;Positif
Keren;Positif
Aplikasi sampah. Bikin repot satu apotek. Istriku ngomel 2 minggu gara gara pasien. Beli pakai halodoc ngga nyampai2 barangnya lalu pesan pakai gosend. Akhirnya kedobelan order. Yang gosen masuk apotek. Yang halodoc masuk apotek lain tapi kurirnya nagih obat ke apotek istriku. Akhirnya ditomboki rugi dong uang masuk apotek lain. Setelahnya apotek tersebut mau balikin obat. Aplikasi Tolol bikin sakit hati. Kalau melayani penjual yang jelas apoteknya tertera. Semua order ditulisi apotek solo;Negatif
Biasanya pengguna baru ada gratis gtu ini mah langsung bayar beda sm d apk yg lain 🥱;Negatif
Dokternya ramah,dan cepat respon👍👍👍👍👍👍👍👍;Positif
Sangat membantu untuk ibu rumah tangga seperti saya;Positif
Sangat membantu beli obat, apalagi di apotik daerahku ngk ada, aku pesan di halodoc ,ada donk 🤗 makasih halodoc 👌🙏;Positif
Sangat membantu 24/7 👍🤝;Positif
Mantap, walaupun lewat konsultasi online, tapi keluhan terjawab sudah, dan semoga lekas membaik. Terimakasih halodoc.;Positif
Sangat membantu sekali;Positif
Mantap;Positif
Ketika urgent halo doc sangat membantu utk konsultasi dokter dan resep obat yang bagus.;Positif
Pakai halodoc lebih mudah kita konsultasi sm dokter gratis,obat nya juga ngga begitu mahal ,pengiriman sangat cepat .pelayanan admin respon baik.recomended pakai aplikasi ini.;Positif
Dokternya baik dan sabar;Positif
Sangat membantu;Positif
Mantap;Positif
Sungguh sanggat membantu , biarpun saya lagi dluar kota ,, thx u so much halloc🥰😍😍😍😍😍😍😍😍;Positif
Dokternya baik;Positif
Sangat membantu;Positif
Kadang miss info krn chatnya agak lama di balas.;Negatif
Respon cepat dan sangat interaktif;Positif
Layanan cepat, obat sesuai, alhamdulillah sembuh;Positif
Sangat membantu disaat genting, terimakasih🙏;Positif
Sangat mengecewakan;Negatif
Simple dan sangat membantu.;Positif
Aplikasi yang sangat membantu masalah kulit saya, biaya konsul dengan dokter SPKK nya terjangkau sehingga sangat membantu utk saya berobat ke dokter kulit, dan apotek yg bekerja sama dekat semua,;Positif
Bagus banget sangat membantu ketika kami butuh di kondisi darurat, cepat responnya dan cepat pengantaran obatnya, cara pemakaian obat juga ditulis di setiap obatnya;Positif
Terbantu bgt. Recommended apps y.;Positif
Sangat membantu;Positif
Sangat membantu sekali;Positif
Sangat membantu;Positif
Sangat membantu.;Positif
Bagus banget. . Sangat membantu. . Dokternya juga baik. . Suka banget. .;Positif
Sangat membantu;Positif
Mantab;Positif
Sangat membantu sekali di saat darurat;Positif
Sangat bagus & membantu;Positif
BAGUSS BANGETT, SEKARANG MENTAL AKU UDAH NGERASA AGAKK BAIKK 🥹🥹;Positif
Mantap;Positif
Mantap. memudahkan warga yg ga punya kendaraan.;Positif
Kalau Apotik tutup, harus nya pindah pengambilan obat ke apotik lain,,ini udah 10 driver lebih ke apotik tutup masih aja order.. kasihan yang nunggu obat dan driver gojek..;Negatif
Sangat membantu sekali, apalagi disaat praktek dokter sedang libur;Positif
Aq sih menilai aplikasi ini sangat membantu disaat2 yang mendesak... Harganya masih masuk dikantong... And ada yg fast rezpond and ada yg mungkin lagi sibuk... Kalo lagi sibuk bisa refund uang kembali dan bisa dipakai buat book online dengan Dr yang lainnya... Keren sih ini... sangat helpfull... No need ke klinik... tinggal dudal dudul hape... bisa konsultasi sama dokter... Mantaaaps;Positif
Okelah;Positif
Konsultasi dengan dokter saat darurat. Seperti malam hari raya ketika bidan libur...;Positif
Alhamdulillah jadi mudah consultasi;Positif
Membantu puol..;Positif
Bagus;Positif
Informatif, good;Positif
Chat dengan para dokter bisa memberikan solusi terbaik berdasarkan keadaan;Positif
Bagus sangat membantu, berselisih lah lagi utk hal pembayaran ..krn msih muter2 jika pakai link aja...shg membuat tak nyaman pemakai trims;Positif
Dokternya ramah dan langsung to the point;Positif
Tolong dong kenapa saya tidak bisa top up halodoc??kenapa saya tidak bisa bayar menggunakan BCA?? Mohon jawabannya:);Negatif
Aplikasi ribet bgt cara bayarnya. Mending gw beralih ke apilikasi sebelah;Negatif
Bagus suka .pas lagi sama dokter nya .ramah baik;Positif
Barang belum sampai tapi d aplikasi riwayat transaksi sudah d terima, tolong kurirnya d edukasi dalam pengantaran tidak ada komunikasi dari kurir , bukti penerimaan juga tidak ada;Negatif
Dokternya komunikatif dan sabar.;Positif
Pelayanan baik sekali;Positif
Ga bisa isi saldo halodoc.. Masak ga ada opsi tambahkan cuma bisa tarik saldo doang...;Negatif
Sangat membantu sekali Halodoc Dan sering kami gunakan Trimakasih banyak;Positif
Cukum membantu;Positif
Sangat bermamfaat;Positif
Aplikasi yg sgt membantu. Pertahankan fungsi dan tingkatkan pelayanan thd masyarakat 🙂🙏🏻;Positif
Pelayan 24 jam untuk konsultasi;Positif
Selalu membantu;Positif
membantu sekali...bermanfaat sekali..;Positif
Sangat membantu dalam keadaan genting;Positif
Insyaallah swt lebih baik;Positif
Terpercaya untuk kurir dan halodoc...telah bekerjasama denga gojek indonesia Terimakasih;Positif
Mantap;Positif
Sangat membantu;Positif
Sangat profesional;Positif
APLIAKSI SANGAT BERMANFAAT TAPI SAYANG SANGAT DIPERSULIT KALO MAU ISI SALDO BIKIN BINGUNG !!! TOLONG DIPERBAIKI !!!!;Positif
Halodoc sangat membantu yg sedang sakit;Positif
Aplikasi yang sangat membantu. Dan dokternya sangat ramah. Terimakasih Halodoc;Positif
Terbantu karna tidak perlu jalan ke klinik sudah bisa konsultasi dengan dokter dan obat bisa dikirim ke rmh terimakasih🙏;Positif
Kenapa selalu pengiriman obatnya dari apotek yang jauh kasihan gojeknya.;Negatif
Jadwal pengiriman sesuai ekspektasi;Positif
Mantap, sangat membantu dikala urgent;Positif
Sangat membantu...;Positif
Mudah kok;Positif
Aplikasi yang bermanfaat wajib download di jamin tidak akan nyesel deh;Positif
Sangat mudah dan membantu;Positif
Pembatalan pesanan dari kurir belum di proses oleh halodoc, chat customer service sedang bermasalah;Negatif
bagus banget,bisa membantu aku waktu lagi sakit sendirian,dldqn lebih efektif dan efisien waktu. sudah diberikan obat dan saran yang bagus dr dokternya terimakasi dokter dokter baik. sehat dan bahagia selalu semoga selalu diberi umur panjang agar sll bisa memberi pengobatan pada kita semua yang sakit.;Positif
Sangat membantu dengna biaya lebih terjangkau;Positif
Dokternya ramah banget, pangirimannya juga cepat banget. 2 hari udah sampai. Thankyou;Positif
Baik dokternya ramah;Positif
Terima kasih buat halodoc yang sudah memberikan aplikasi bermanfaat. Terima kasih juga buat DR. Shinta Dewi Rahmadhani yang telah melayani dengan baik. #TemanHidupSehat;Positif
Cukup membantu;Positif
Respon Dokter sangat cepat buat konsultasi penyakit dalsm;Positif
Bagus;Positif
keren, apknya sangat2 membantu hehehe;Positif
Sangat membantu;Positif
Murah tapi mantap;Positif
Inilah fungsi teknologi sesungguhnya. Sangat membantu dalam hal konsultasi kesehatan tanpa harus pergi.;Positif
Pembayaran gk bsa pake DANA harusnya flexible. Apa aja bisa.;Negatif
Oke;Positif
lumayan;Positif
Kenapa sekarang susah banget mau konsultasi, udah bener ada pilihan pembayaran pake dana sekarang malah ga adaa, mana aplikasi yang lain tidak bisa saya pakaiii Ayoo dong halodok transaksi pakai dana nya di pakai lagii 😭;Negatif
Alhamdulillah, sangat membantu dan teratasi sekali ketika lagi panik. Langsung aja tanya halodoc. Di jelaskan secara detail;Positif
Sangat membantu sekali...;Positif
Sangat membantu;Positif
2x konsul dgn spesialis dokter yg berbeda .. dokternya ramah² .. trima kasih halodoc dan dokter yg sudah membantu .. smoga kalian sehat selalu 🥰;Positif
Keren nih konsultasi terbaik;Positif
Good;Positif
2x berobat disini dokternya fast respon semua. Thankyouuuuu Halodoc!;Positif
Jelas;Positif
Sangat rekomendasi;Positif
Dicoba dulu;Positif
Aplikasi yang bagus, membantu kita jika sedang sakit , apalagi disaat malam tanpa harus keluar rumah. Semua serba cepat terlayani dan obat bisa segera dikirim. Terima kasih Halodoc..Semoga Halodoc selalu memberikan banyak manfaat. Barakallahu..;Positif
Sangat reccomended! Ketika bingung soal masalah medis yg dialami, dan konsultasi ke dokter di Halodoc sangat worth it karena dokternya memberikan penjelasan yang lengkap dan tidak pelit memberikan informasi. Terima kasih banyak Halodoc;Positif
Beli obat online nunggunya lama bgt;Positif
Sangat membantu dan pelayanan memuaskan;Positif
bagus, cuman respon sedikit agak lambat..;Positif
Mudah dan cepat;Positif
Trimakasi Halodoc.,sudah banyak membantu saya..;Positif
sangat sangat membantuuuuu;Positif
Memudahkan konsultasi tanpa harus ke klinik demi efesien waktu, disamping ada pilihan waktu dokter yg sesuai dengan kebutuhan kita;Positif
Sangat membantu untuk konsultasi kesehatan awal, hemat waktu dan biaya.;Positif
Dokter madee baikk terimakasih halodoc;Positif
Chat doang mhallll;Positif
Bagus cepat..klo bisa uang elektrikny di tambah kan;Positif
Chatnya cepet dibalas dan dokternya fast respon;Positif
Cepat tanggap;Positif
cacat;Negatif
Sangat luar biasa;Positif
Trima kasih ..hallo dok ...smoga sukses slalu;Positif
Sangat membantu sekaliii;Positif
The best, membantu sekali;Positif
Sangat membantu;Positif
lumayan dehhh cumaaa dokternya agaa slowww respon tapiii gapapaaa baiik' end ngejelasin pun detaiil;Positif
Pesen obat udah berhasil, malah dicancel, alhasil uang nyangkut 1,6jt, giliran mau ditarik kagak bisa;Negatif
Sangat membantu👍👍👍;Positif
Sangat membantu;Positif
Cukup baik cukup puas;Positif
Udah ke dokter.. tpi kok masih gatel.. buat nenangin pikiran dan hati. Biar puas konsul cerita panjang lebar apa yg di rasain.. akhirnya dokter kasih solusi. Tq dok smoga obat nya cocok ya..;Positif
Mantap;Positif
Cukup membantu;Positif
ok;Positif
Ter the bestt dokter nya ramah2 syekalii pokoknya the bestt;Positif
Alhamdulillah terimakasih;Positif
Realtime konsul dan realtime resep obatnya. Thanks;Positif
Konsultasi sama dr ade penjelasan ringkas mudah dipahami;Positif
Bagus untuk pertolongan oertama, dokternya juga bagus memberikan saran saran yg baik;Positif
Sangat membantu saya untuk berkonsultasi spesialis karena waktu libur saya yang tidak ada;Positif
Sangat membantu;Positif
Sangat membantu sekali 😍;Positif
saat menunggu waktu konsultasi ditulis akan dapat notif jika dichat dokter dalam beberapa menit saya tunggu2 tidak ada notif sama sekali kalau mau kembali ke beranda harus klik cancel dulu, waktu saya cancel karna sudah nunggu terlalu lama, ternyata dokternya sudah ngechat dari awal tapi layar tidak berganti dari timer menunggu, dan tidak ada notif sama sekali sesi konsul saya jadi tersisa hanya 4 menit berakhir sia sia dokternya sangat oke responnya 10/10 aplikasinya 2/10;Positif
Sangat membantu;Positif
Sangat membantu cepat pengiriman;Positif
Sangat membantu... jawaban yg diberikan sesuai dg yg disampaikan.. terima kasih halodoc.. 👍;Positif
Vocer baru kluar angus.aneh;Negatif
terimakasih untuk Dr Tina penjelasannya detail;Positif
Dokter nya ramah dan penjelasan nya detail;Positif
Pelayanan sangat ramah;Positif
Bagus banget pelayanan dokter dan lain nya. Gercep;Positif
Mantap 👍👍👍👍;Positif
Maaf bintangnya dikurangi, udah 4 kali mau chat dokter pas udh bayar malah suruh nunggu karna dokternya sibuk, dan itu lamaaaa bgt;Negatif
Mantap darjmpada ngantri rumah sakit;Positif
Good job;Positif
Baik;Positif
saya puas dengan aplikak halodoc sangat membantu dokternya sangat ramah baik;Positif
Pelayanan baik;Positif
Sangat membantu saya yg tinggal di daerah yg kekurangan sokter spesialis.;Positif
Ok, dokter nya baik² dan cepat tanggap dengan keluhan pasien. Terima kasih banyak ya Pa dan Bu Dokter juga Halodoc Semoga semua diberikan kesehatan dan kemudahan, Aamiin... 🤲🤲🤲;Positif
Sugeeey;Positif
sangat membantu sekali.. ketika sakit dan nggak kuat jalan nggak kuat antri.. bisa konsul dgn dokter tanpa harus ke RS, dan tinggal nunggu obatnya datang dirumah;Positif
Fastrespon;Positif
Dokternya ramah dan sabar menjawab setiap pertanyaan dan keluhan.;Positif
Dokternya ramah dan penjelasannya detail.;Positif
Mempermudah dalam berkonsultasi dengan dokter handalan;Positif
👍🏻👍🏻👍🏻;Positif
paket sampe saat ini ngga ada blm ke terima;Negatif
Semoga aplikasinya semakin update terus dokternya bisa pilih sesuai domisi dong;Positif
Dokterny profesional, saya pernah ngalamin gejala penyakit trs pas konsultasi langsung d kasih resep dan alhamdulillah sembuh Terimakasih halodoc;Positif
Sangat mudah digunakan applikasi, dan tenaga ahlinya (dokter) baik ramah;Positif
Dr. Ade Erni sp gizi sangat jelas beliau menjelaskan, ramah dan detail sekali . Termksh dok;Positif
Aplikasi yg sangat membantu sekali, konsul dokter via online;Positif
Dokter budi maryanto spog terbaik...;Positif
sangat bermanfaat;Positif
Pelayanan godd...cepat.. sigap;Positif
Sangat membantu;Positif
Bagus.. Sangat membantu;Positif
Terima kasih atas aplikasi ini;Positif
Good;Positif
Sangat membantu;Positif
Nama pasien hanya bisa terisi oleh nama pemilik akun halodoc, ada baiknya bisa diubah (revisi);Negatif
Mantap;Positif
Hati hati. Saya tidak rekomendasikan. Cenderung merugikan. Tidak bertanggung jawab. Cs Tidak bertanggung jawab dengan arahanya kepada saya. Tidak ada solusi. Cenderung menjebak. Saya dirugikan materi dan inmaterial.;Negatif
Mantap;Positif
Tolong dong daftar list obat ditambah atau diperbaharui. Buang waktu dan buang uang aja udh konsul online obat yang dicari ga ada. Percuma. Lebih efektif berobat langsung ke dokter aja gitu caranya sih;Negatif
Pengantaran tepat waktu;Positif
Saya sudah beli voucher 100 ribu tapi saat dimasukkan kodenya tidak bisa digunakan. Tiba-tiba kadaluarsa. Kecewa sekali !!;Negatif
Keren banget ini apps;Positif
Suka pelayanan cepat, untuk resep dokter pun free♥️☺️;Positif
Sangat membantu❤️🤲🤲♥️♥️;Positif
Hallodoc gercep gak sampai setengah jam obat sudah sampai di tujuan;Positif
Dokternya baik dan ramah.;Positif
Sangat membantu untuk saya yg tidak bisa ke dokter atau ke rs sendiri;Positif
Top deh;Positif
Dokternya sangat membantu;Positif
Tidak bisa mencarikan apotek yang 1 resep itu tersedia semua obatnya. Kalau beda2 apotek jadi mahal ongkir;Negatif
Dokternya ramah, suka;Positif
Excellent....;Positif
Sangat membantu krn tdk hrs antri saat periksa;Positif
Bagus;Positif
Dokternya fast respon, resep nya manjur. Dr. Helena sp kandungan the best;Positif
Aplikasinya mudah dimengerti, baru pertama kali download di Ciawi Puncak yang letak villanya agak terpencil. urgent ingin order obat. Setelah pesan dan pembayaran berhasil, tidak perlu waktu lama obat tiba di tempat. Thanks Halodoc.;Positif
Puaasss banget;Positif
dokternya sangat ramah, cepat respon, worth it!!!;Positif
Halodoc bagus;Positif
Dokternya baik²😭😭;Positif
Respon cepat;Positif
Sangt membantu sekali 😇;Positif
Sangat puas;Positif
Sedikit membantu meringankan;Positif
Good, pertama konsultasi di dokter kulit oke bgtt huhu;Positif
Semakin fleksibel suka sama penjelasan dr.nya;Positif
Sangat membantu terima kasih;Positif
Dokternya sangat ramah;Positif
Membantu;Positif
respon baik dan ramah;Positif
mantab;Positif
Dulu sy pernah pake hslo dock krn hrs bayar iuran45/bln akhirnya sy tdk pakai lg ..sedangkan pai ni kita jarang blm tentu sbln itu kt pakai. Adapun kt pakai melalui chat itu pun hrs bayar jg...;Negatif
Informatif banget.... penjelasan gamblang,diberikan resep lengkap. Terima kasih dok;Positif
Sangat membantu pada saat kita posisi drop dan tidak dapat melakukan perjalanan;Positif
Dokternya ramah, memberi penjelasan secara detail,;Positif
Alhamdulillah sangat membantu, terimakasih dokter meiza dan dokter ambar sudah membantu saya mengatasi permasalahan kulit saya🫶🏻;Positif
Sangat membanti di kala urgent. Terima kasih;Positif
Sangat terpercaya dan aman;Positif
Sangatt membantu sekalii;Positif
Sangat membantu, penjelasanya detail, semoga berkah;Positif
Pelayanan konsultasi cepat, pelayanan pengiriman obat juga cepat;Positif
Aplikasi nyusahin orang mau beli obat via Tokopedia aja chat dokter nya gak bisa2;Negatif
Luar biasa,Dokter pribadi yang bisa membantu saya dalam keadaan apapun,Terima kasih halodoc kalian sangat membantu....;Positif
Sangat membantu setiap saat dalam keadaan apapun, dmana saja.. terimakasih 🙏🫰🏻;Positif
Mantap;Positif
Sangat membantu sekali, Terima kasih;Positif
Mudah konsultasi, dalam mendiagnosa cepat dan jelas👍👍👍;Positif
Saya sebagai driver borzo dirugikan oleh halodoc, sudah jemput obat di apotek dicancel sepihak karena stok habis, KALAU STOK HABIS KENAPA MASIH DI JUAL DI ETALASE APLIKASI HALODOC GOBLOKK, SAYA KERJA PAKE BENSIN JANGAN ASAL CANCEL, TOLOL !!!;Negatif
